gene,importance,rank,method
Serpinh1,0.017766101070957874,438,Geneformer
Upp1,0.017764123211971412,439,Geneformer
Arl5c,0.017762434242160702,440,Geneformer
Uchl1,0.017760201086391668,441,Geneformer
Cxcl2,0.01775266401793384,442,Geneformer
Wnt5a,0.017749830959452484,443,Geneformer
Polr2l,0.017744953536934383,444,Geneformer
Rnd1,0.01774457392149071,445,Geneformer
Fkbp1a,0.01774213272240108,446,Geneformer
Ifit2,0.017739246913751526,447,Geneformer
Alpl,0.01773644367859897,448,Geneformer
Pkib,0.017735726535844806,449,Geneformer
Frzb,0.017727805517489936,450,Geneformer
Smpdl3a,0.017722705404258597,451,Geneformer
Gm26802,0.017716042781062605,452,Geneformer
Myc,0.01769502729297552,453,Geneformer
Slc6a9,0.017685990342799107,454,Geneformer
Gimap4,0.017676611381201045,455,Geneformer
F13a1,0.017654386335252188,456,Geneformer
Nr2f2,0.017652111465147217,457,Geneformer
Fgl2,0.017649699428701173,458,Geneformer
Cav1,0.017646076521840304,459,Geneformer
Birc5,0.01763547884567776,460,Geneformer
Bhlhe41,0.017615539864526873,461,Geneformer
Slc13a4,0.017589277742541057,462,Geneformer
Lbp,0.017587557257330074,463,Geneformer
Higd1b,0.017586902034311014,464,Geneformer
Ccl6,0.01758251105878948,465,Geneformer
Scrg1,0.017557946674678415,466,Geneformer
Cpe,0.017544534795294452,467,Geneformer
Ptgs2,0.017532479221120906,468,Geneformer
Fam167b,0.01751159315426499,469,Geneformer
Nrip2,0.01750852337259547,470,Geneformer
Ccl11,0.017500658955309077,471,Geneformer
Tfrc,0.01748879806809367,472,Geneformer
Clec4a3,0.017482372711546453,473,Geneformer
Clu,0.017467239401019432,474,Geneformer
Cd52,0.017463565748097393,475,Geneformer
Ninj1,0.017453724020651727,476,Geneformer
Adrbk2,0.01742728960393969,477,Geneformer
Crip1,0.01742669818784221,478,Geneformer
Mgll,0.01740122338745161,479,Geneformer
Top2a,0.017401073644026942,480,Geneformer
C4b,0.01739684539984045,481,Geneformer
Vcan,0.017374255064739483,482,Geneformer
Itm2a,0.017369593297567085,483,Geneformer
Cd93,0.017359660907030408,484,Geneformer
Dab2,0.017344347045210578,485,Geneformer
Hsd11b1,0.017327589448124882,486,Geneformer
Hmgb2,0.017313540424916188,487,Geneformer
